Combination,Role_Score,Type_Score,Weakness_Score,Threat_Coverage_Score,Total_Stats_Score,Total_Score,Combination_Names
"151, 121, 62, 149, 89, 76",8.75,9.5,5.2,5.53,8.39,6.012262,"mew, starmie, poliwrath, dragonite, muk, golem"
"150, 146, 134, 121, 143, 89",8.75,7.88,5.64,5.03,8.51,6.012258,"mewtwo, moltres, vaporeon, starmie, snorlax, muk"
"151, 146, 131, 121, 89, 68",8.75,8.72,5.31,5.44,8.5,6.012065,"mew, moltres, lapras, starmie, muk, machamp"
"151, 131, 6, 121, 89, 68",8.75,8.72,5.31,5.44,8.5,6.012065,"mew, lapras, charizard, starmie, muk, machamp"
"150, 151, 146, 62, 89, 91",8.75,8.17,5.31,5.44,8.77,6.011326,"mewtwo, mew, moltres, poliwrath, muk, cloyster"
"151, 144, 121, 59, 89, 112",8.75,10,5.21,5.35,8.61,6.011206,"mew, articuno, starmie, arcanine, muk, rhydon"
"151, 144, 121, 59, 89, 76",8.75,10,5.21,5.35,8.61,6.011206,"mew, articuno, starmie, arcanine, muk, golem"
"151, 145, 121, 59, 89, 112",8.75,10,5.21,5.35,8.61,6.011206,"mew, zapdos, starmie, arcanine, muk, rhydon"
"151, 145, 121, 59, 89, 76",8.75,10,5.21,5.35,8.61,6.011206,"mew, zapdos, starmie, arcanine, muk, golem"
"150, 151, 146, 131, 89, 34",8.75,8.17,5.01,5.94,8.78,6.010748,"mewtwo, mew, moltres, lapras, muk, nidoking"
"151, 144, 121, 62, 89, 76",8.75,9.5,5.25,5.44,8.39,6.01067,"mew, articuno, starmie, poliwrath, muk, golem"
"151, 145, 121, 62, 89, 76",8.75,9.5,5.25,5.44,8.39,6.01067,"mew, zapdos, starmie, poliwrath, muk, golem"
"150, 151, 144, 9, 89, 112",8.75,9.12,5.57,4.85,8.78,6.010381,"mewtwo, mew, articuno, blastoise, muk, rhydon"
"150, 151, 144, 9, 89, 76",8.75,9.12,5.57,4.85,8.78,6.010381,"mewtwo, mew, articuno, blastoise, muk, golem"
"150, 151, 145, 9, 89, 112",8.75,9.12,5.57,4.85,8.78,6.010381,"mewtwo, mew, zapdos, blastoise, muk, rhydon"
"150, 151, 145, 9, 89, 76",8.75,9.12,5.57,4.85,8.78,6.010381,"mewtwo, mew, zapdos, blastoise, muk, golem"
"150, 151, 131, 9, 149, 89",8.75,7.25,5.68,4.94,8.88,6.010303,"mewtwo, mew, lapras, blastoise, dragonite, muk"
"150, 151, 9, 149, 89, 91",8.75,7.25,5.68,4.94,8.88,6.010303,"mewtwo, mew, blastoise, dragonite, muk, cloyster"
"150, 151, 144, 131, 89, 76",8.75,8.72,5.25,5.44,8.78,6.009089,"mewtwo, mew, articuno, lapras, muk, golem"
"150, 146, 6, 113, 89, 80",8.75,7.06,4.79,6.62,8.4,6.008177,"mewtwo, moltres, charizard, chansey, muk, slowbro"
"150, 151, 146, 113, 143, 89",8.75,6.21,5.85,4.85,8.79,6.008034,"mewtwo, mew, moltres, chansey, snorlax, muk"
"150, 151, 6, 59, 89, 80",8.75,6,5.24,5.94,8.68,6.007915,"mewtwo, mew, charizard, arcanine, muk, slowbro"
"151, 131, 121, 149, 89, 76",8.75,9.5,5.17,5.53,8.5,6.007867,"mew, lapras, starmie, dragonite, muk, golem"
"150, 144, 134, 59, 89, 91",8.75,7.88,5.2,5.71,8.64,6.007779,"mewtwo, articuno, vaporeon, arcanine, muk, cloyster"
"150, 144, 145, 103, 9, 89",8.75,8.72,4.89,6.03,8.78,6.00739,"mewtwo, articuno, zapdos, exeggutor, blastoise, muk"
"150, 151, 121, 62, 89, 76",8.75,7.06,5.74,5.03,8.39,6.007016,"mewtwo, mew, starmie, poliwrath, muk, golem"
"150, 144, 113, 103, 121, 89",8.75,8.72,5.75,4.7,8.49,6.00696,"mewtwo, articuno, chansey, exeggutor, starmie, muk"
"150, 145, 113, 103, 121, 89",8.75,8.72,5.75,4.7,8.49,6.00696,"mewtwo, zapdos, chansey, exeggutor, starmie, muk"
"150, 144, 103, 73, 59, 89",8.75,9.28,5.11,5.62,8.65,6.006525,"mewtwo, articuno, exeggutor, tentacruel, arcanine, muk"
"150, 145, 103, 73, 59, 89",8.75,9.28,5.11,5.62,8.65,6.006525,"mewtwo, zapdos, exeggutor, tentacruel, arcanine, muk"
"151, 145, 131, 121, 89, 76",8.75,9.5,5.22,5.44,8.5,6.006348,"mew, zapdos, lapras, starmie, muk, golem"
"150, 144, 73, 143, 149, 89",8.75,8.72,4.89,6.03,8.79,6.006104,"mewtwo, articuno, tentacruel, snorlax, dragonite, muk"
"150, 145, 73, 143, 149, 89",8.75,8.72,4.89,6.03,8.79,6.006104,"mewtwo, zapdos, tentacruel, snorlax, dragonite, muk"
"150, 151, 131, 121, 143, 89",8.75,6,6.16,4.44,8.55,6.005763,"mewtwo, mew, lapras, starmie, snorlax, muk"
"150, 144, 6, 9, 89, 76",8.75,9.83,4.47,6.62,8.56,6.005477,"mewtwo, articuno, charizard, blastoise, muk, golem"
"150, 145, 6, 9, 89, 76",8.75,9.83,4.47,6.62,8.56,6.005477,"mewtwo, zapdos, charizard, blastoise, muk, golem"
"150, 144, 103, 143, 89, 68",8.75,9.75,5.68,4.62,8.54,6.004508,"mewtwo, articuno, exeggutor, snorlax, muk, machamp"
"150, 145, 103, 143, 89, 68",8.75,9.75,5.68,4.62,8.54,6.004508,"mewtwo, zapdos, exeggutor, snorlax, muk, machamp"
"150, 151, 121, 143, 89, 91",8.75,6,6.16,4.44,8.54,6.004411,"mewtwo, mew, starmie, snorlax, muk, cloyster"
"150, 151, 131, 121, 89, 76",8.75,7.06,5.71,5.03,8.5,6.003424,"mewtwo, mew, lapras, starmie, muk, golem"
"150, 151, 146, 131, 73, 89",8.75,7.06,5.1,5.94,8.78,6.001005,"mewtwo, mew, moltres, lapras, tentacruel, muk"
"151, 131, 121, 149, 89, 34",8.75,8,5.01,6.03,8.5,6.00077,"mew, lapras, starmie, dragonite, muk, nidoking"
"150, 151, 146, 62, 89, 76",8.75,9.83,5.14,5.44,8.68,6.000425,"mewtwo, mew, moltres, poliwrath, muk, golem"
"150, 151, 113, 121, 89, 112",8.75,7.88,6.01,4.44,8.33,6.000359,"mewtwo, mew, chansey, starmie, muk, rhydon"
"151, 145, 131, 121, 89, 34",8.75,8,5.06,5.94,8.5,5.999646,"mew, zapdos, lapras, starmie, muk, nidoking"
"150, 151, 145, 131, 9, 89",8.75,7.25,5.73,4.85,8.78,5.998056,"mewtwo, mew, zapdos, lapras, blastoise, muk"
"150, 151, 145, 9, 89, 91",8.75,7.25,5.73,4.85,8.78,5.998056,"mewtwo, mew, zapdos, blastoise, muk, cloyster"
"151, 113, 121, 149, 89, 112",8.75,10,5.49,4.94,8.33,5.997364,"mew, chansey, starmie, dragonite, muk, rhydon"
"150, 151, 121, 143, 89, 80",8.75,4.12,6.34,4.44,8.51,5.996696,"mewtwo, mew, starmie, snorlax, muk, slowbro"
"150, 151, 146, 131, 89, 76",8.75,9.83,5.11,5.44,8.78,5.995941,"mewtwo, mew, moltres, lapras, muk, golem"
"151, 144, 113, 121, 89, 112",8.75,10,5.54,4.85,8.33,5.995069,"mew, articuno, chansey, starmie, muk, rhydon"
"151, 145, 113, 121, 89, 112",8.75,10,5.54,4.85,8.33,5.995069,"mew, zapdos, chansey, starmie, muk, rhydon"
"150, 151, 144, 131, 62, 89",8.75,7.06,5.39,5.44,8.78,5.995056,"mewtwo, mew, articuno, lapras, poliwrath, muk"
"151, 144, 131, 121, 89, 68",8.75,7.61,5.39,5.44,8.5,5.994443,"mew, articuno, lapras, starmie, muk, machamp"
"150, 151, 144, 62, 89, 91",8.75,7.06,5.39,5.44,8.77,5.993705,"mewtwo, mew, articuno, poliwrath, muk, cloyster"
"150, 151, 113, 103, 59, 89",8.75,6.93,5.97,4.53,8.65,5.99247,"mewtwo, mew, chansey, exeggutor, arcanine, muk"
"150, 151, 131, 6, 62, 89",8.75,8.17,5.31,5.44,8.56,5.990596,"mewtwo, mew, lapras, charizard, poliwrath, muk"
"150, 144, 134, 143, 149, 89",8.75,9.12,5.12,5.53,8.79,5.990485,"mewtwo, articuno, vaporeon, snorlax, dragonite, muk"
"150, 145, 134, 143, 149, 89",8.75,9.12,5.12,5.53,8.79,5.990485,"mewtwo, zapdos, vaporeon, snorlax, dragonite, muk"
"150, 151, 6, 62, 89, 91",8.75,8.17,5.31,5.44,8.55,5.989244,"mewtwo, mew, charizard, poliwrath, muk, cloyster"
"150, 144, 145, 134, 143, 89",8.75,9.12,5.17,5.44,8.79,5.989102,"mewtwo, articuno, zapdos, vaporeon, snorlax, muk"
"150, 151, 131, 6, 89, 34",8.75,8.17,5.01,5.94,8.56,5.988666,"mewtwo, mew, lapras, charizard, muk, nidoking"
"150, 144, 103, 59, 89, 80",8.75,8.72,5.43,5.12,8.65,5.988566,"mewtwo, articuno, exeggutor, arcanine, muk, slowbro"
"150, 145, 103, 59, 89, 80",8.75,8.72,5.43,5.12,8.65,5.988566,"mewtwo, zapdos, exeggutor, arcanine, muk, slowbro"
"150, 144, 6, 103, 62, 89",8.75,9.5,4.47,6.62,8.55,5.987909,"mewtwo, articuno, charizard, exeggutor, poliwrath, muk"
"150, 145, 6, 103, 62, 89",8.75,9.5,4.47,6.62,8.55,5.987909,"mewtwo, zapdos, charizard, exeggutor, poliwrath, muk"
"150, 144, 146, 121, 143, 89",8.75,8.72,4.9,5.94,8.79,5.987181,"mewtwo, articuno, moltres, starmie, snorlax, muk"
"150, 145, 146, 121, 143, 89",8.75,8.72,4.9,5.94,8.79,5.987181,"mewtwo, zapdos, moltres, starmie, snorlax, muk"
"150, 146, 103, 121, 143, 89",8.75,8.72,5.5,5.03,8.54,5.985521,"mewtwo, moltres, exeggutor, starmie, snorlax, muk"
"150, 144, 146, 113, 143, 89",8.75,7.25,4.99,6.03,8.79,5.983639,"mewtwo, articuno, moltres, chansey, snorlax, muk"
"150, 145, 146, 113, 143, 89",8.75,7.25,4.99,6.03,8.79,5.983639,"mewtwo, zapdos, moltres, chansey, snorlax, muk"
"150, 144, 9, 149, 89, 76",8.75,9.83,4.68,6.12,8.78,5.983253,"mewtwo, articuno, blastoise, dragonite, muk, golem"
"150, 145, 9, 149, 89, 76",8.75,9.83,4.68,6.12,8.78,5.983253,"mewtwo, zapdos, blastoise, dragonite, muk, golem"
"150, 144, 121, 143, 3, 89",8.75,9.28,5.44,5.03,8.53,5.981335,"mewtwo, articuno, starmie, snorlax, venusaur, muk"
"150, 145, 121, 143, 3, 89",8.75,9.28,5.44,5.03,8.53,5.981335,"mewtwo, zapdos, starmie, snorlax, venusaur, muk"
"150, 151, 131, 6, 73, 89",8.75,7.06,5.1,5.94,8.56,5.978923,"mewtwo, mew, lapras, charizard, tentacruel, muk"
"150, 151, 6, 62, 89, 112",8.75,9.83,5.14,5.44,8.45,5.978343,"mewtwo, mew, charizard, poliwrath, muk, rhydon"
"150, 151, 6, 62, 89, 76",8.75,9.83,5.14,5.44,8.45,5.978343,"mewtwo, mew, charizard, poliwrath, muk, golem"
"150, 151, 113, 89, 80, 68",8.75,6.93,6.32,4.03,8.25,5.978038,"mewtwo, mew, chansey, muk, slowbro, machamp"
"151, 6, 9, 121, 89, 80",8.75,5.39,5.58,5.44,8.5,5.976853,"mew, charizard, blastoise, starmie, muk, slowbro"
"150, 144, 113, 103, 143, 89",8.75,7.88,5.81,4.62,8.54,5.976781,"mewtwo, articuno, chansey, exeggutor, snorlax, muk"
"150, 145, 113, 103, 143, 89",8.75,7.88,5.81,4.62,8.54,5.976781,"mewtwo, zapdos, chansey, exeggutor, snorlax, muk"
"150, 144, 9, 121, 89, 80",8.75,5.39,5.82,5.03,8.5,5.976561,"mewtwo, articuno, blastoise, starmie, muk, slowbro"
"150, 145, 9, 121, 89, 80",8.75,5.39,5.82,5.03,8.5,5.976561,"mewtwo, zapdos, blastoise, starmie, muk, slowbro"
"151, 6, 121, 143, 3, 89",8.75,9.28,5.18,5.44,8.53,5.97653,"mew, charizard, starmie, snorlax, venusaur, muk"
"150, 151, 131, 113, 89, 68",8.75,8.36,6.14,4.03,8.41,5.976524,"mewtwo, mew, lapras, chansey, muk, machamp"
"150, 146, 131, 6, 113, 89",8.75,8.17,4.58,6.62,8.56,5.975234,"mewtwo, moltres, lapras, charizard, chansey, muk"
"150, 151, 113, 89, 68, 91",8.75,8.36,6.14,4.03,8.4,5.975172,"mewtwo, mew, chansey, muk, machamp, cloyster"
"150, 146, 6, 113, 89, 91",8.75,8.17,4.58,6.62,8.55,5.973882,"mewtwo, moltres, charizard, chansey, muk, cloyster"
"150, 151, 131, 6, 89, 112",8.75,9.83,5.11,5.44,8.56,5.973859,"mewtwo, mew, lapras, charizard, muk, rhydon"
"150, 151, 131, 6, 89, 76",8.75,9.83,5.11,5.44,8.56,5.973859,"mewtwo, mew, lapras, charizard, muk, golem"
"150, 146, 121, 143, 62, 89",8.75,8.72,5.48,5.03,8.51,5.972843,"mewtwo, moltres, starmie, snorlax, poliwrath, muk"
"145, 121, 59, 149, 89, 91",8.75,9,4.47,6.62,8.64,5.972147,"zapdos, starmie, arcanine, dragonite, muk, cloyster"
"150, 146, 121, 143, 89, 80",8.75,7.06,5.64,5.03,8.51,5.971286,"mewtwo, moltres, starmie, snorlax, muk, slowbro"
"150, 151, 121, 143, 149, 68",8.75,7.88,6.01,4.16,8.89,5.970505,"mewtwo, mew, starmie, snorlax, dragonite, machamp"
"150, 151, 131, 6, 59, 89",8.75,7.25,5.04,5.94,8.68,5.970048,"mewtwo, mew, lapras, charizard, arcanine, muk"
"150, 151, 6, 59, 89, 91",8.75,7.25,5.04,5.94,8.68,5.970048,"mewtwo, mew, charizard, arcanine, muk, cloyster"
"150, 144, 103, 9, 89, 68",8.75,9.75,5.61,4.62,8.53,5.970012,"mewtwo, articuno, exeggutor, blastoise, muk, machamp"
"150, 145, 103, 9, 89, 68",8.75,9.75,5.61,4.62,8.53,5.970012,"mewtwo, zapdos, exeggutor, blastoise, muk, machamp"
"150, 145, 131, 9, 121, 89",8.75,7.06,5.63,5.03,8.54,5.969669,"mewtwo, zapdos, lapras, blastoise, starmie, muk"
"150, 144, 145, 113, 89, 112",8.75,9.83,4.74,6.03,8.62,5.969126,"mewtwo, articuno, zapdos, chansey, muk, rhydon"
"150, 144, 121, 143, 59, 89",8.75,9.75,5.69,4.44,8.67,5.968932,"mewtwo, articuno, starmie, snorlax, arcanine, muk"
"150, 145, 121, 143, 59, 89",8.75,9.75,5.69,4.44,8.67,5.968932,"mewtwo, zapdos, starmie, snorlax, arcanine, muk"
"150, 144, 103, 59, 62, 89",8.75,10,5.26,5.12,8.65,5.968854,"mewtwo, articuno, exeggutor, arcanine, poliwrath, muk"
"150, 145, 103, 59, 62, 89",8.75,10,5.26,5.12,8.65,5.968854,"mewtwo, zapdos, exeggutor, arcanine, poliwrath, muk"
"150, 144, 103, 9, 121, 89",8.75,7.06,5.63,5.03,8.53,5.968768,"mewtwo, articuno, exeggutor, blastoise, starmie, muk"
"150, 145, 103, 9, 121, 89",8.75,7.06,5.63,5.03,8.53,5.968768,"mewtwo, zapdos, exeggutor, blastoise, starmie, muk"
"150, 145, 9, 121, 89, 91",8.75,7.06,5.63,5.03,8.53,5.968317,"mewtwo, zapdos, blastoise, starmie, muk, cloyster"
"151, 131, 6, 9, 121, 89",8.75,7.06,5.38,5.44,8.54,5.967434,"mew, lapras, charizard, blastoise, starmie, muk"
"151, 6, 103, 9, 121, 89",8.75,7.06,5.38,5.44,8.53,5.966533,"mew, charizard, exeggutor, blastoise, starmie, muk"
"151, 6, 9, 121, 89, 91",8.75,7.06,5.38,5.44,8.53,5.966082,"mew, charizard, blastoise, starmie, muk, cloyster"
"144, 121, 59, 149, 89, 76",8.75,10,4.36,6.62,8.61,5.965642,"articuno, starmie, arcanine, dragonite, muk, golem"
"145, 121, 59, 149, 89, 76",8.75,10,4.36,6.62,8.61,5.965642,"zapdos, starmie, arcanine, dragonite, muk, golem"
"150, 144, 6, 121, 143, 89",8.75,8.72,4.9,5.94,8.57,5.965099,"mewtwo, articuno, charizard, starmie, snorlax, muk"
"150, 145, 6, 121, 143, 89",8.75,8.72,4.9,5.94,8.57,5.965099,"mewtwo, zapdos, charizard, starmie, snorlax, muk"
"150, 151, 62, 149, 89, 112",8.75,9.83,5.35,4.94,8.77,5.964181,"mewtwo, mew, poliwrath, dragonite, muk, rhydon"
"150, 151, 113, 103, 89, 76",8.75,7.88,5.82,4.62,8.37,5.964111,"mewtwo, mew, chansey, exeggutor, muk, golem"
"150, 151, 131, 149, 89, 91",8.75,6.5,5.31,5.53,8.88,5.963883,"mewtwo, mew, lapras, dragonite, muk, cloyster"
"151, 144, 113, 103, 89, 68",8.75,9.75,5.68,4.53,8.4,5.963842,"mew, articuno, chansey, exeggutor, muk, machamp"
"151, 145, 113, 103, 89, 68",8.75,9.75,5.68,4.53,8.4,5.963842,"mew, zapdos, chansey, exeggutor, muk, machamp"
"151, 146, 9, 121, 143, 89",8.75,7.88,5.64,4.85,8.55,5.963598,"mew, moltres, blastoise, starmie, snorlax, muk"
"150, 151, 146, 103, 143, 89",8.75,7.88,5.59,4.85,8.79,5.96341,"mewtwo, mew, moltres, exeggutor, snorlax, muk"
"151, 146, 131, 134, 121, 89",8.75,7.06,5.38,5.44,8.5,5.963153,"mew, moltres, lapras, vaporeon, starmie, muk"
"151, 131, 6, 134, 121, 89",8.75,7.06,5.38,5.44,8.5,5.963153,"mew, lapras, charizard, vaporeon, starmie, muk"
"150, 146, 131, 121, 143, 89",8.75,8.72,5.45,5.03,8.55,5.962547,"mewtwo, moltres, lapras, starmie, snorlax, muk"
"150, 144, 9, 121, 143, 89",8.75,7.88,5.89,4.44,8.55,5.962421,"mewtwo, articuno, blastoise, starmie, snorlax, muk"
"150, 145, 9, 121, 143, 89",8.75,7.88,5.89,4.44,8.55,5.962421,"mewtwo, zapdos, blastoise, starmie, snorlax, muk"
"150, 144, 6, 113, 143, 89",8.75,7.25,4.99,6.03,8.57,5.961557,"mewtwo, articuno, charizard, chansey, snorlax, muk"
"150, 145, 6, 113, 143, 89",8.75,7.25,4.99,6.03,8.57,5.961557,"mewtwo, zapdos, charizard, chansey, snorlax, muk"
"150, 146, 121, 143, 89, 91",8.75,8.72,5.45,5.03,8.54,5.961195,"mewtwo, moltres, starmie, snorlax, muk, cloyster"
"150, 151, 6, 143, 3, 89",8.75,7.88,5.28,5.44,8.57,5.960646,"mewtwo, mew, charizard, snorlax, venusaur, muk"
"150, 151, 131, 149, 89, 112",8.75,9.83,5.32,4.94,8.88,5.960004,"mewtwo, mew, lapras, dragonite, muk, rhydon"
"151, 146, 134, 121, 143, 89",8.75,7.88,5.64,4.85,8.51,5.959317,"mew, moltres, vaporeon, starmie, snorlax, muk"
"150, 145, 131, 6, 103, 89",8.75,9.5,4.41,6.62,8.56,5.959241,"mewtwo, zapdos, lapras, charizard, exeggutor, muk"
"150, 144, 113, 143, 59, 89",8.75,8.36,5.76,4.53,8.67,5.958857,"mewtwo, articuno, chansey, snorlax, arcanine, muk"
"150, 145, 113, 143, 59, 89",8.75,8.36,5.76,4.53,8.67,5.958857,"mewtwo, zapdos, chansey, snorlax, arcanine, muk"
"151, 145, 134, 59, 89, 91",8.75,9.12,5.38,5.03,8.64,5.957742,"mew, zapdos, vaporeon, arcanine, muk, cloyster"
"150, 145, 131, 103, 59, 89",8.75,10,5.23,5.12,8.66,5.954856,"mewtwo, zapdos, lapras, exeggutor, arcanine, muk"
"150, 146, 73, 143, 149, 89",8.75,8.72,4.79,6.03,8.79,5.954472,"mewtwo, moltres, tentacruel, snorlax, dragonite, muk"
"150, 145, 103, 59, 89, 91",8.75,10,5.23,5.12,8.65,5.953955,"mewtwo, zapdos, exeggutor, arcanine, muk, cloyster"
"150, 151, 144, 62, 89, 112",8.75,9.83,5.4,4.85,8.68,5.952763,"mewtwo, mew, articuno, poliwrath, muk, rhydon"
"150, 151, 145, 62, 89, 112",8.75,9.83,5.4,4.85,8.68,5.952763,"mewtwo, mew, zapdos, poliwrath, muk, rhydon"
"150, 151, 131, 121, 149, 68",8.75,7.06,5.71,4.73,8.88,5.95269,"mewtwo, mew, lapras, starmie, dragonite, machamp"
"150, 151, 145, 131, 89, 91",8.75,6.5,5.36,5.44,8.78,5.952566,"mewtwo, mew, zapdos, lapras, muk, cloyster"
"150, 145, 9, 149, 89, 91",8.75,8.17,4.79,6.12,8.78,5.952038,"mewtwo, zapdos, blastoise, dragonite, muk, cloyster"
"150, 144, 121, 143, 89, 34",8.75,8.72,5.44,5.03,8.51,5.951755,"mewtwo, articuno, starmie, snorlax, muk, nidoking"
"150, 145, 121, 143, 89, 34",8.75,8.72,5.44,5.03,8.51,5.951755,"mewtwo, zapdos, starmie, snorlax, muk, nidoking"
"150, 144, 113, 121, 89, 76",8.75,10,5.54,4.7,8.33,5.950598,"mewtwo, articuno, chansey, starmie, muk, golem"
"150, 145, 113, 121, 89, 76",8.75,10,5.54,4.7,8.33,5.950598,"mewtwo, zapdos, chansey, starmie, muk, golem"
"150, 151, 146, 3, 89, 76",8.75,8.72,4.78,6.03,8.76,5.949542,"mewtwo, mew, moltres, venusaur, muk, golem"
"150, 151, 144, 131, 89, 34",8.75,7.06,5,5.94,8.78,5.948709,"mewtwo, mew, articuno, lapras, muk, nidoking"
"150, 151, 145, 131, 89, 112",8.75,9.83,5.37,4.85,8.78,5.948658,"mewtwo, mew, zapdos, lapras, muk, rhydon"
"150, 144, 121, 59, 89, 80",8.75,7.06,5.58,5.03,8.61,5.948374,"mewtwo, articuno, starmie, arcanine, muk, slowbro"
"150, 145, 121, 59, 89, 80",8.75,7.06,5.58,5.03,8.61,5.948374,"mewtwo, zapdos, starmie, arcanine, muk, slowbro"
"151, 6, 121, 143, 89, 31",8.75,8.72,5.18,5.44,8.51,5.946949,"mew, charizard, starmie, snorlax, muk, nidoqueen"
"150, 151, 113, 59, 89, 76",8.75,8.36,5.77,4.53,8.49,5.946216,"mewtwo, mew, chansey, arcanine, muk, golem"
"151, 144, 131, 134, 121, 89",8.75,5.94,5.46,5.44,8.5,5.945268,"mew, articuno, lapras, vaporeon, starmie, muk"
"150, 151, 143, 3, 149, 89",8.75,7.88,5.49,4.94,8.89,5.945081,"mewtwo, mew, snorlax, venusaur, dragonite, muk"
"150, 144, 9, 59, 89, 76",8.75,10,5.21,5.12,8.66,5.944899,"mewtwo, articuno, blastoise, arcanine, muk, golem"
"150, 145, 9, 59, 89, 76",8.75,10,5.21,5.12,8.66,5.944899,"mewtwo, zapdos, blastoise, arcanine, muk, golem"
"150, 144, 131, 121, 143, 89",8.75,7.61,5.52,5.03,8.55,5.9444,"mewtwo, articuno, lapras, starmie, snorlax, muk"
"150, 151, 113, 134, 103, 89",8.75,6.93,6.21,4.03,8.48,5.943735,"mewtwo, mew, chansey, vaporeon, exeggutor, muk"
"150, 144, 121, 143, 89, 91",8.75,7.61,5.52,5.03,8.54,5.943049,"mewtwo, articuno, starmie, snorlax, muk, cloyster"
"150, 144, 9, 121, 89, 76",8.75,8.72,5.42,5.03,8.5,5.942519,"mewtwo, articuno, blastoise, starmie, muk, golem"
"150, 145, 9, 121, 89, 76",8.75,8.72,5.42,5.03,8.5,5.942519,"mewtwo, zapdos, blastoise, starmie, muk, golem"
"151, 144, 145, 121, 143, 89",8.75,8.72,5.17,5.35,8.79,5.942492,"mew, articuno, zapdos, starmie, snorlax, muk"
"150, 151, 144, 145, 143, 89",8.75,7.25,5.27,5.35,9.02,5.941675,"mewtwo, mew, articuno, zapdos, snorlax, muk"
"150, 145, 131, 6, 121, 89",8.75,8,4.58,6.53,8.56,5.94043,"mewtwo, zapdos, lapras, charizard, starmie, muk"
"150, 151, 113, 121, 143, 149",8.75,6,6.13,4.16,8.89,5.940397,"mewtwo, mew, chansey, starmie, snorlax, dragonite"
"150, 144, 73, 121, 143, 89",8.75,7.61,5.52,5.03,8.51,5.940119,"mewtwo, articuno, tentacruel, starmie, snorlax, muk"
"150, 145, 73, 121, 143, 89",8.75,7.61,5.52,5.03,8.51,5.940119,"mewtwo, zapdos, tentacruel, starmie, snorlax, muk"
"151, 146, 121, 62, 89, 80",8.75,6.5,5.41,5.44,8.39,5.939464,"mew, moltres, starmie, poliwrath, muk, slowbro"
"151, 6, 121, 62, 89, 80",8.75,6.5,5.41,5.44,8.39,5.939464,"mew, charizard, starmie, poliwrath, muk, slowbro"
"150, 145, 131, 121, 59, 89",8.75,8.72,5.38,5.03,8.66,5.938955,"mewtwo, zapdos, lapras, starmie, arcanine, muk"
"150, 146, 121, 143, 89, 76",8.75,10,5.28,5.03,8.51,5.938321,"mewtwo, moltres, starmie, snorlax, muk, golem"
"150, 151, 134, 143, 59, 89",8.75,7.5,6.15,3.94,8.67,5.937613,"mewtwo, mew, vaporeon, snorlax, arcanine, muk"
"150, 151, 9, 143, 59, 89",8.75,7.5,6.15,3.94,8.67,5.937613,"mewtwo, mew, blastoise, snorlax, arcanine, muk"
"150, 145, 121, 59, 89, 91",8.75,8.72,5.38,5.03,8.64,5.937603,"mewtwo, zapdos, starmie, arcanine, muk, cloyster"
"151, 6, 9, 121, 89, 112",8.75,8.72,5.16,5.44,8.5,5.937503,"mew, charizard, blastoise, starmie, muk, rhydon"
"151, 6, 9, 121, 89, 76",8.75,8.72,5.16,5.44,8.5,5.937503,"mew, charizard, blastoise, starmie, muk, golem"
"151, 146, 131, 121, 89, 80",8.75,6.5,5.38,5.44,8.5,5.935375,"mew, moltres, lapras, starmie, muk, slowbro"
"151, 131, 6, 121, 89, 80",8.75,6.5,5.38,5.44,8.5,5.935375,"mew, lapras, charizard, starmie, muk, slowbro"
"150, 144, 113, 143, 149, 89",8.75,7.25,5.19,5.53,8.79,5.934472,"mewtwo, articuno, chansey, snorlax, dragonite, muk"
"150, 145, 113, 143, 149, 89",8.75,7.25,5.19,5.53,8.79,5.934472,"mewtwo, zapdos, chansey, snorlax, dragonite, muk"
"144, 121, 143, 149, 89, 68",8.75,9.83,4.99,5.53,8.51,5.934414,"articuno, starmie, snorlax, dragonite, muk, machamp"
"145, 121, 143, 149, 89, 68",8.75,9.83,4.99,5.53,8.51,5.934414,"zapdos, starmie, snorlax, dragonite, muk, machamp"
"150, 151, 144, 143, 3, 89",8.75,7.88,5.53,4.85,8.79,5.933328,"mewtwo, mew, articuno, snorlax, venusaur, muk"
"150, 151, 145, 143, 3, 89",8.75,7.88,5.53,4.85,8.79,5.933328,"mewtwo, mew, zapdos, snorlax, venusaur, muk"
"151, 146, 103, 121, 143, 89",8.75,8.72,5.5,4.85,8.54,5.93258,"mew, moltres, exeggutor, starmie, snorlax, muk"
"150, 151, 146, 3, 89, 80",8.75,7.61,5.21,5.44,8.76,5.931155,"mewtwo, mew, moltres, venusaur, muk, slowbro"
"150, 146, 9, 149, 89, 76",8.75,9.83,4.58,6.12,8.78,5.930649,"mewtwo, moltres, blastoise, dragonite, muk, golem"
"150, 144, 134, 143, 89, 68",8.75,10,5.87,4.03,8.5,5.930509,"mewtwo, articuno, vaporeon, snorlax, muk, machamp"
"150, 145, 134, 143, 89, 68",8.75,10,5.87,4.03,8.5,5.930509,"mewtwo, zapdos, vaporeon, snorlax, muk, machamp"
"151, 121, 143, 3, 149, 89",8.75,9.28,5.39,4.94,8.53,5.93044,"mew, starmie, snorlax, venusaur, dragonite, muk"
"150, 151, 146, 103, 59, 89",8.75,6,5.04,5.94,8.9,5.92963,"mewtwo, mew, moltres, exeggutor, arcanine, muk"
"150, 151, 6, 143, 89, 31",8.75,7.25,5.28,5.44,8.57,5.929396,"mewtwo, mew, charizard, snorlax, muk, nidoqueen"
